peak,T96h-Mac-Rep1,T96h-Mac-Rep2,T96h-Mac-Rep3,T96h-Neu-Rep1,T96h-Neu-Rep2,T96h-Neu-Rep3,T96h-Mon-Rep1,T96h-Mon-Rep2,T96h-Mon-Rep3
chr19_37594507_37595075,12,76,71,48,11,18,3,49,60
chr19_37655138_37656050,15,80,87,76,8,23,15,92,84
chr19_37719145_37720079,21,77,58,53,10,23,4,48,40
chr19_37779305_37779804,10,31,43,32,7,17,7,21,29
chr19_37906829_37907366,8,46,48,28,11,14,5,31,28
chr19_38315701_38316236,16,77,62,55,9,24,14,96,69
chr19_38335468_38336037,11,55,61,57,10,30,5,48,63
chr19_38336188_38337158,17,123,90,120,17,50,11,129,115
chr19_38374224_38375026,34,149,100,143,12,65,17,122,127
chr19_38402891_38403422,8,71,52,63,14,27,14,56,62
chr19_38618719_38619437,25,102,71,114,10,44,20,114,131
chr19_38647149_38647958,17,112,76,95,10,51,12,100,69
chr19_38831224_38832194,15,73,71,74,14,26,25,68,70
chr19_38849876_38850768,75,392,398,459,47,167,66,411,360
chr19_38899394_38900014,28,155,197,148,21,56,26,133,133
chr19_38930175_38931102,31,210,171,225,25,84,23,165,177
chr19_39125414_39125913,4,53,56,51,10,19,12,60,48
chr19_39341767_39342567,26,120,108,131,22,52,11,148,106
chr19_39390875_39391515,30,128,109,123,24,64,28,91,95
chr19_39398387_39398886,2,18,16,5,1,2,10,30,34
chr19_39402383_39402882,15,56,43,20,4,6,7,38,29
chr19_39406676_39407175,5,51,48,51,9,16,13,64,47
chr19_39412087_39412628,16,70,60,79,6,39,20,102,100
chr19_39435743_39436311,15,52,41,66,12,26,9,45,47
chr19_39445222_39445721,11,39,37,31,8,7,3,19,32
chr19_39480466_39481065,15,53,42,58,9,18,8,35,36
chr19_39532551_39533229,16,76,55,78,7,28,5,59,61
chr19_39539878_39540450,12,91,72,103,7,30,15,68,53
chr19_39846262_39846761,14,62,50,37,10,20,5,51,43
chr19_39970749_39971341,30,139,146,157,29,70,23,110,107
chr19_40285251_40285777,15,90,61,121,10,39,10,96,92
chr19_40348251_40348804,18,101,81,117,13,55,24,118,90
chr19_40425495_40426329,25,135,115,119,17,54,21,106,108
chr19_40442975_40443517,16,82,69,111,12,53,17,99,112
chr19_40444088_40445005,21,100,92,143,19,54,21,113,124
chr19_40465515_40466644,30,160,128,133,18,62,15,106,128
chr19_40570426_40571045,19,63,62,96,3,30,13,67,58
chr19_40603817_40604316,10,33,28,29,2,10,4,36,27
chr19_40662784_40664005,24,158,130,33,11,14,5,26,18
chr19_40690661_40691160,13,70,49,28,4,15,8,29,19
chr19_40716642_40717201,8,52,39,46,13,16,5,44,34
chr19_40750372_40751316,44,205,168,249,36,101,41,235,187
chr19_40777364_40778454,28,105,98,133,13,59,20,130,123
chr19_40798606_40799270,12,104,90,155,14,64,23,128,109
chr19_41225504_41226549,21,49,49,19,7,8,1,17,6
chr19_41263685_41264391,52,241,239,303,39,99,36,248,236
chr19_41309995_41310494,10,43,53,47,6,15,6,40,36
chr19_41324772_41325271,8,65,68,2,5,3,0,4,4
chr19_41327473_41328094,24,136,131,25,4,16,12,73,57
chr19_41363586_41364510,32,135,119,164,13,60,19,135,132
chr19_41376893_41377392,9,19,21,3,0,4,2,9,4
chr19_41396915_41397805,18,90,79,72,9,36,14,77,72
chr19_41439614_41440221,13,79,67,37,7,17,9,45,49
chr19_41785584_41786083,10,20,27,18,4,5,1,20,25
chr19_41859437_41860310,35,169,104,170,24,64,22,150,158
chr19_41884092_41884591,10,47,43,38,6,15,4,32,28
chr19_42075739_42076337,27,180,165,171,28,68,22,142,148
chr19_42201414_42202229,13,65,62,24,4,22,10,32,53
chr19_42217423_42218156,22,118,112,88,11,35,12,106,81
chr19_42219981_42220480,11,55,63,53,10,21,7,57,63
chr19_42242348_42243473,42,200,198,205,37,97,18,144,107
chr19_42268187_42269297,75,435,414,473,64,203,53,406,384
chr19_42283464_42283963,20,90,76,48,5,26,6,67,66
chr19_42302225_42302724,4,39,44,38,9,26,4,33,28
chr19_42325202_42325723,21,97,89,108,20,41,10,94,84
chr19_42396789_42397292,5,71,48,36,8,22,9,40,28
chr19_43463156_43463985,16,63,72,69,18,18,5,35,42
chr19_43533024_43533523,14,69,72,38,6,16,7,30,28
chr19_43562490_43563133,26,88,89,16,3,8,9,36,56
chr19_43575368_43575969,10,51,44,70,12,36,9,48,36
chr19_43596004_43596519,29,168,115,164,17,66,18,153,157
chr19_43619165_43619945,19,108,71,52,7,27,8,38,26
chr19_43668214_43669074,27,160,148,213,34,60,26,156,154
chr19_43754425_43755234,21,152,108,125,12,47,18,85,141
chr19_43781102_43781601,11,51,46,6,1,2,2,12,11
chr19_43826967_43827466,10,34,26,36,4,7,6,30,19
chr19_44002574_44003182,12,38,48,46,9,23,16,39,33
chr19_44051614_44052113,7,41,48,33,9,22,3,17,31
chr19_44071786_44072285,8,34,22,23,5,10,8,31,17
chr19_44093981_44094553,11,46,38,36,5,24,13,35,37
chr19_44113049_44113616,24,97,75,90,6,33,12,70,68
chr19_44141251_44141750,10,21,33,11,5,11,4,9,13
chr19_44164688_44165286,12,78,80,71,9,42,8,59,56
chr19_44212035_44213138,14,43,38,19,8,12,2,17,15
chr19_44304714_44305213,13,48,68,16,1,11,3,38,48
chr19_44401280_44401801,22,99,69,47,5,23,6,34,39
chr19_44500040_44500687,19,98,74,100,18,38,15,90,85
chr19_44722180_44722679,15,39,36,32,7,23,10,34,36
chr19_44739017_44739186,2,11,11,4,2,0,2,9,6
chr19_44741782_44742292,6,33,44,22,5,13,10,50,54
chr19_44747420_44747919,10,35,30,28,12,8,7,66,57
chr19_44770438_44770937,10,33,32,50,10,12,7,32,36
chr19_44890293_44891093,71,264,227,339,39,126,29,275,296
chr19_44954776_44955518,15,75,68,76,8,28,9,55,60
chr19_45001720_45002301,10,63,57,72,17,43,10,92,66
chr19_45039166_45039665,16,24,33,22,6,16,1,24,30
chr19_45091462_45092048,10,52,54,46,13,18,6,45,43
chr19_45130757_45131256,10,22,28,13,1,14,3,4,7
chr19_45178064_45178831,56,218,230,340,31,116,43,276,286
chr19_45370391_45371035,11,76,78,64,8,25,11,74,70
chr19_45405750_45406877,22,103,106,74,16,34,8,49,45
chr19_45423450_45424234,20,79,84,61,13,26,8,55,51
chr19_45443311_45444015,7,40,34,17,4,10,10,52,39
chr19_45455751_45456544,13,57,67,52,11,23,15,57,52
chr19_45467433_45468274,12,61,37,135,16,46,11,114,95
chr19_45485158_45485657,5,27,33,28,12,17,4,22,19
chr19_45496878_45497377,8,40,30,31,6,19,12,29,26
chr19_45506465_45506964,20,59,58,41,6,18,6,39,32
chr19_45507220_45507719,5,52,54,34,14,13,6,29,41
chr19_45514691_45515592,17,86,71,33,4,26,6,70,44
chr19_45584137_45585195,38,219,173,245,26,117,29,212,196
chr19_45614173_45614672,8,37,36,10,3,1,0,8,7
chr19_45641336_45641505,7,13,17,14,6,12,1,18,17
chr19_45692029_45692808,52,214,163,242,30,108,27,261,241
chr19_45717149_45717715,22,137,134,118,8,61,16,129,109
chr19_45730750_45731251,9,48,50,38,10,21,7,29,22
chr19_45769242_45769915,14,61,60,71,8,32,10,75,73
chr19_45770391_45770890,8,59,65,31,4,10,4,21,19
chr19_45792612_45793204,11,45,34,47,8,12,10,49,34
chr19_45862952_45863636,22,94,77,101,18,46,20,84,101
chr19_45885904_45886403,9,32,25,26,4,14,6,36,19
chr19_45902496_45903161,15,111,83,169,15,46,12,127,109
chr19_45994984_45995634,34,141,118,152,13,58,25,133,151
chr19_46346801_46347300,10,42,28,37,3,15,4,36,27
chr19_46529794_46530293,11,63,73,4,0,1,4,19,19
chr19_46600633_46601231,15,98,73,91,21,35,10,87,80
chr19_46661025_46661704,39,134,133,241,26,90,19,183,166
chr19_46733119_46733843,10,32,33,18,2,8,7,31,23
chr19_46850690_46851279,20,79,72,79,10,25,5,78,75
chr19_46856047_46856664,10,36,39,26,10,17,3,24,28
chr19_46859915_46860729,13,114,82,149,15,66,20,116,106
chr19_47012915_47013414,9,20,22,18,7,10,3,16,13
chr19_47035396_47036250,18,92,62,20,7,7,4,24,28
chr19_47048434_47049019,17,74,78,87,21,30,18,90,74
chr19_47095020_47095919,13,42,51,22,4,8,6,19,23
chr19_47112918_47113519,38,120,125,86,16,40,12,77,92
chr19_47226081_47226580,4,39,37,43,3,20,10,64,35
chr19_47256204_47257504,27,167,130,344,26,120,30,248,253
chr19_47273589_47273760,2,9,20,16,4,11,3,12,18
chr19_47274017_47274758,10,73,62,92,13,29,19,74,59
chr19_47348898_47349474,20,76,59,108,12,38,12,82,77
chr19_47389138_47389637,7,29,38,16,6,7,6,32,29
chr19_47514865_47515686,45,215,165,259,22,111,27,243,199
chr19_47600112_47600720,15,85,71,105,24,28,14,82,85
chr19_47608249_47609033,12,48,28,59,11,15,7,39,32
chr19_47743395_47744028,9,43,26,25,5,10,8,30,25
chr19_48170170_48170669,14,87,68,81,9,32,10,83,72
chr19_48241815_48242314,11,18,25,3,1,2,1,4,2
chr19_48255515_48256014,8,14,24,22,5,13,10,18,20
chr19_48321692_48322293,9,85,57,119,13,42,18,98,76
chr19_48332831_48333363,20,30,49,49,13,36,8,60,51
chr19_48363759_48364424,20,174,127,233,28,72,15,164,172
chr19_48445641_48446140,14,57,50,59,8,25,2,50,34
chr19_48468681_48469441,30,177,154,245,32,84,19,159,173
chr19_48492695_48493432,11,35,47,24,2,10,3,30,26
chr19_48619043_48619645,23,144,117,127,15,73,19,131,115
chr19_48634577_48634738,0,12,12,19,3,9,4,22,19
chr19_48637301_48638110,27,95,91,155,22,72,20,121,128
chr19_48713865_48714640,17,91,87,123,16,68,10,94,77
chr19_48720536_48721035,8,43,37,31,7,13,5,28,19
chr19_48795281_48795780,1,44,37,35,11,31,6,24,45
chr19_48810841_48811340,8,17,28,20,3,6,1,13,13
chr19_48872161_48872682,9,50,44,72,10,35,13,71,61
chr19_48875115_48875614,8,28,32,14,3,5,4,26,22
chr19_48899970_48900528,15,40,28,43,7,19,7,44,29
chr19_48954555_48955088,9,53,36,36,11,18,5,43,28
chr19_48964935_48965872,23,85,86,123,20,66,18,113,104
chr19_48993074_48993776,17,100,107,188,22,76,25,128,140
chr19_49084954_49085905,28,111,79,157,14,50,16,106,107
chr19_49118509_49119541,28,177,117,62,14,40,12,79,69
chr19_49127817_49128316,6,36,34,48,9,12,4,34,33
chr19_49442767_49443897,21,94,78,69,8,31,5,34,42
chr19_49453200_49453782,19,77,74,88,17,57,12,97,84
chr19_49487058_49487709,22,96,76,162,18,39,20,124,107
chr19_49496004_49496506,24,94,89,100,17,42,16,74,81
chr19_49515599_49516098,6,33,36,10,6,10,8,28,21
chr19_49639963_49640608,33,149,167,290,19,100,25,219,185
chr19_49641767_49642407,20,125,121,229,29,74,30,177,183
chr19_49665585_49666169,11,67,36,57,3,30,10,61,56
chr19_49676496_49677379,31,181,164,238,29,115,35,217,187
chr19_49766313_49766925,45,185,194,240,33,96,37,254,223
chr19_49817968_49818467,11,48,49,39,9,12,5,25,22
chr19_49850466_49851033,14,47,41,44,5,19,4,34,31
chr19_49867162_49867661,11,56,35,58,16,26,10,50,65
chr19_49869290_49870008,29,131,128,144,16,55,19,106,108
chr19_49876664_49876825,6,27,23,47,3,21,4,28,40
chr19_49877172_49877856,48,167,149,248,19,68,22,205,189
chr19_49929174_49930188,27,108,98,142,14,51,8,99,93
chr19_49987119_49987618,8,40,26,22,5,10,2,21,14
chr19_50025101_50025902,32,191,135,241,22,86,22,203,190
chr19_50376186_50377039,10,47,49,44,16,12,7,63,50
chr19_50383867_50384516,24,114,53,155,15,57,12,130,122
chr19_50511032_50511546,16,68,90,100,13,53,9,58,80
chr19_50804416_50805161,18,80,70,93,11,40,7,66,59
chr19_51108162_51108785,22,83,98,144,14,57,13,128,101
chr19_51136808_51137627,15,67,64,12,4,9,4,23,27
chr19_51366239_51366738,10,46,49,46,10,29,4,55,45
chr19_51367446_51367981,15,58,72,103,15,42,17,79,76
chr19_51394086_51394675,11,58,56,58,13,27,13,73,41
chr19_51570820_51571357,7,40,24,37,7,20,12,42,31
chr19_51594184_51594775,13,66,50,47,14,24,8,40,40
chr19_51704057_51704556,4,31,28,43,8,32,9,32,24
chr19_51887721_51888220,16,52,40,24,11,23,2,28,27
chr19_51986676_51987175,10,29,25,28,1,9,7,19,22
chr19_52007963_52008462,4,32,32,27,5,18,9,34,18
chr19_52189567_52190099,34,216,211,249,23,82,18,186,208
chr19_52527040_52527945,10,66,52,60,6,25,10,61,46
chr19_52569962_52570461,11,36,32,21,2,9,2,19,21
chr19_52638043_52638542,9,25,31,37,6,8,3,23,18
chr19_52821470_52821969,7,28,31,28,9,13,3,27,20
chr19_52922871_52923673,10,63,46,26,5,17,4,27,23
chr19_52962720_52963219,4,37,42,37,16,17,6,41,40
chr19_53103141_53103759,16,58,64,75,15,29,10,57,82
chr19_53333314_53333813,7,32,31,34,10,9,2,28,29
chr19_53394867_53395366,6,22,19,20,1,7,7,16,18
chr19_53431763_53432262,11,47,35,35,7,19,3,32,25
chr19_53520649_53521189,21,117,106,68,10,41,12,76,79
chr19_53537602_53538275,15,72,42,41,5,13,6,31,26
chr19_53869245_53869744,2,52,44,71,12,20,10,52,32
chr19_53879259_53879758,10,17,17,14,4,13,6,20,14
chr19_55116371_55116540,4,4,12,10,1,0,2,6,7
chr19_55117530_55118029,11,59,75,78,8,29,2,64,73
chr19_55216763_55217262,3,29,25,12,2,8,7,17,22
chr19_55258813_55259502,40,132,100,172,13,74,27,154,148
chr19_55301644_55302143,6,12,12,23,10,12,4,12,12
chr19_55339144_55339808,37,204,197,279,26,104,30,214,211
chr19_55385241_55386156,22,112,98,114,16,57,13,103,86
chr19_55407530_55408548,34,212,153,282,33,84,29,220,203
chr19_55461497_55462068,23,81,92,110,21,58,11,80,86
chr19_55476301_55476808,18,53,49,68,10,20,8,63,52
chr19_55503560_55504524,4,20,31,43,13,23,3,27,31
chr19_55516811_55517365,3,47,40,68,9,17,6,36,35
chr19_55598926_55599893,27,117,100,136,18,54,18,124,111
chr19_55599952_55600451,10,34,22,53,9,23,8,49,38
chr19_55605114_55605828,26,76,71,95,14,27,16,84,78
chr19_55642869_55643368,8,24,47,12,2,6,2,5,8
chr19_55653608_55654762,58,248,179,262,31,108,27,230,213
chr19_55670217_55670716,2,6,20,30,10,14,10,28,17
chr19_55674819_55675338,11,40,45,40,5,16,7,39,46
chr19_56110555_56111054,8,39,40,11,6,6,2,7,9
chr19_56120212_56120769,11,60,39,42,7,14,7,35,56
chr19_56121211_56121767,28,128,86,118,13,45,12,72,72
chr19_56140502_56141246,63,272,221,251,17,110,41,283,267
chr19_56270648_56271147,9,41,33,15,2,16,5,30,43
chr19_56314486_56315475,36,192,155,175,22,62,28,168,162
chr19_56367775_56368699,11,71,45,27,3,19,9,27,23
chr19_56393077_56393795,18,80,70,34,17,30,3,42,46
chr19_56403887_56404582,12,78,59,74,12,27,10,77,68
chr19_56477261_56478363,58,266,175,156,20,70,17,130,137
chr19_56507474_56508095,27,141,124,89,12,45,8,111,72
chr19_56538260_56538765,17,142,98,149,8,53,17,118,119
chr19_56567214_56567713,22,78,75,43,3,28,4,62,49
chr19_56838842_56839737,45,297,169,231,18,63,29,193,207
chr19_57191181_57191776,4,60,38,34,11,15,4,26,33
chr19_57240332_57240882,18,68,67,56,13,29,10,39,34
chr19_57279746_57280663,18,116,91,57,19,31,17,63,66
chr19_57350944_57351443,12,39,45,32,8,16,5,36,28
chr19_57363019_57363663,35,141,131,118,16,35,18,121,136
chr19_57389521_57390020,15,41,52,44,6,23,4,55,70
chr19_57410836_57411335,15,45,56,28,7,20,6,40,36
chr19_57434983_57435617,12,86,97,73,13,31,10,84,71
chr19_57477059_57477888,12,69,54,36,9,17,9,27,27
chr19_57499531_57500030,5,44,31,24,6,16,8,31,34
chr19_57527027_57527747,12,56,46,54,10,15,13,26,38
chr19_57578682_57579294,10,74,81,68,16,19,9,62,63
chr19_57599513_57600012,11,24,33,19,6,13,3,21,21
chr19_57613965_57614464,12,24,37,27,9,8,4,22,24
chr19_57632864_57633363,7,46,31,30,7,18,1,31,32
chr19_57681605_57682104,11,39,41,42,5,24,3,27,36
chr19_57746498_57746997,11,33,60,25,5,12,5,28,29
chr19_57814665_57815203,10,39,50,28,10,11,9,25,24
chr19_57819328_57819827,7,32,31,19,7,8,2,22,22
chr19_57916370_57916931,20,60,51,51,17,17,8,39,42
chr19_57947546_57948045,9,71,52,42,7,24,6,55,40
chr19_58002611_58003110,16,36,32,31,8,15,9,25,20
chr19_58009648_58009817,7,8,6,10,1,5,2,8,8
chr19_58097924_58098583,17,69,43,62,10,31,9,65,51
chr19_58150241_58150740,8,64,45,26,3,11,2,20,15
chr19_58154922_58155421,7,70,54,45,6,25,14,50,42
chr19_58182643_58183672,26,130,113,135,24,62,10,135,163
chr19_58278557_58279059,19,126,111,67,17,35,6,87,74
chr19_58305041_58305608,9,84,83,54,12,39,8,61,61
chr19_58326710_58327394,29,105,100,56,15,35,12,46,56
chr19_58347290_58348008,12,53,42,33,7,10,7,21,19
chr19_58362348_58363203,20,112,103,95,14,35,15,82,83
chr19_58380603_58381451,25,153,159,163,22,71,16,166,112
chr19_58386450_58387470,18,107,105,112,20,39,15,108,81
chr19_58401021_58401683,30,111,110,129,22,55,26,123,106
chr19_58408145_58408897,27,156,141,79,18,43,12,91,85
chr19_58439992_58440491,15,61,76,49,10,29,8,54,51
chr19_58451199_58451858,16,62,67,72,15,32,8,67,57
chr19_58466729_58467306,12,68,54,53,8,23,11,56,59
chr19_58475764_58476332,20,70,80,54,14,36,16,47,61
chr19_58499175_58499680,10,57,55,55,9,16,15,51,62
chr19_58513800_58514299,5,34,36,22,10,10,7,20,18
chr19_58519495_58520240,21,91,80,85,13,32,13,66,79
chr19_58543778_58544675,29,124,101,175,11,57,10,130,91
chr19_58554845_58555344,15,56,51,53,6,16,8,64,58
chr19_58558593_58559256,21,141,90,108,24,62,14,120,116
chr19_58572662_58573760,47,270,265,338,37,134,44,323,287
chr19_58575352_58575521,3,38,29,26,6,11,4,24,24
chr19_KI270866v1_alt_8279_8778,chr19_KI270866v1_alt_8279_8778,0,0,0,0,0,0,0,0
chr19_KI270866v1_alt_41531_42869,chr19_KI270866v1_alt_41531_42869,0,0,0,0,0,0,0,0
chr1_GL383519v1_alt_49540_50039,chr1_GL383519v1_alt_49540_50039,0,0,0,0,0,0,0,0
chr1_KI270713v1_random_21548_22047,chr1_KI270713v1_random_21548_22047,0,0,0,0,0,0,0,0
chr1_KI270759v1_alt_153070_153569,chr1_KI270759v1_alt_153070_153569,0,0,0,0,0,0,0,0
chr1_KI270762v1_alt_137497_137996,chr1_KI270762v1_alt_137497_137996,0,0,0,0,0,0,0,0
chr1_KI270763v1_alt_267156_267655,chr1_KI270763v1_alt_267156_267655,0,0,0,0,0,0,0,0
chr1_KI270763v1_alt_267744_268243,chr1_KI270763v1_alt_267744_268243,0,0,0,0,0,0,0,0
chr1_KI270763v1_alt_610446_610945,chr1_KI270763v1_alt_610446_610945,0,0,0,0,0,0,0,0
chr2_264561_265231,28,175,113,89,10,32,13,119,103
chr2_676543_677652,77,483,307,296,31,142,64,447,371
chr2_725274_725773,18,94,82,11,5,3,3,6,1
chr2_2613295_2613794,20,88,113,27,5,32,6,47,41
chr2_2681667_2682266,15,66,71,17,3,6,2,16,18
chr2_3051242_3051741,9,69,44,10,5,9,6,9,13
chr2_3180699_3181230,13,35,29,45,15,28,11,36,20
chr2_3222952_3223665,31,180,165,11,2,7,4,15,11
chr2_3236520_3237019,14,86,74,5,3,1,1,7,7
chr2_3264288_3264803,13,46,56,18,2,7,4,29,33
chr2_3377669_3378228,32,166,145,96,15,69,21,117,119
chr2_3379411_3380200,30,113,98,71,10,34,16,68,92
chr2_3518633_3519782,47,193,147,212,18,76,17,212,166
chr2_3558175_3558718,32,237,168,86,15,74,21,177,142
chr2_3574967_3575495,23,88,116,51,10,38,8,79,48
chr2_3659910_3660409,6,31,43,10,4,3,2,11,11
chr2_4405814_4406313,13,125,78,5,2,0,3,13,15
chr2_4528588_4529087,8,51,38,3,4,5,2,26,26
chr2_4555977_4556476,12,107,83,5,2,6,1,10,1
chr2_5365806_5366305,11,42,43,11,0,9,3,28,30
chr2_6934877_6935376,7,16,17,8,0,11,1,18,20
chr2_7007885_7008520,23,81,116,56,7,51,31,161,188
chr2_7262766_7263265,9,46,50,13,1,3,4,8,5
chr2_7773305_7773804,7,65,50,33,6,13,5,36,41
chr2_8090880_8091379,13,57,87,10,1,5,6,48,40
chr2_8298704_8299267,8,66,72,22,6,23,10,72,64
chr2_8534468_8535308,24,158,119,30,8,33,12,88,103
chr2_8545044_8545613,18,111,128,5,5,5,6,26,26
chr2_8574742_8575241,5,24,31,6,1,5,2,10,9
chr2_8583456_8584251,12,73,67,67,16,35,11,91,105
chr2_8644501_8645000,9,30,26,15,2,5,2,41,37
chr2_8681709_8682306,35,143,109,115,15,56,26,101,113
chr2_8837346_8837845,11,35,30,31,14,14,3,35,31
chr2_9415810_9416427,9,67,53,4,1,2,0,5,9
chr2_9422977_9423879,22,153,118,152,17,65,15,141,132
chr2_9474343_9474842,12,42,32,31,8,29,4,25,21
chr2_9538062_9538561,8,27,31,6,0,2,6,11,10
chr2_9552662_9552831,7,18,22,4,0,2,0,8,7
chr2_9555536_9556250,27,149,96,121,12,55,23,134,123
chr2_9630574_9631500,21,137,149,148,23,81,30,137,139
chr2_9656270_9656769,9,16,17,3,1,1,0,5,12
chr2_9703165_9703664,18,90,73,9,0,4,2,5,4
chr2_9752435_9752934,13,46,35,9,2,3,1,7,8
chr2_9766238_9766737,8,42,48,6,7,5,4,5,3
chr2_9843378_9843957,13,72,54,48,8,26,10,49,41
chr2_9951333_9951832,10,29,23,30,5,16,5,32,21
chr2_10120144_10120643,8,57,63,29,9,16,9,38,41
chr2_10122400_10122899,9,28,23,25,13,21,4,49,23
chr2_10278313_10278903,12,82,65,21,5,10,5,29,35
chr2_10285458_10285969,11,40,45,13,3,7,8,38,43
chr2_10302432_10302931,5,45,54,50,15,34,7,79,52
chr2_10331002_10331501,10,54,68,18,6,15,7,18,32
chr2_10332019_10332518,9,60,72,21,9,27,8,32,34
chr2_10379985_10380484,8,62,98,6,4,5,2,12,19
chr2_10447508_10448982,19,159,139,140,16,66,23,142,110
chr2_10493467_10493966,17,89,85,6,3,4,4,18,23
chr2_10497827_10498326,7,54,57,16,0,6,4,14,15
chr2_10812633_10813132,19,77,73,62,13,35,6,75,78
chr2_11154888_11155943,22,99,75,133,18,50,20,115,101
chr2_11270814_11271313,15,69,71,6,1,6,0,13,8
chr2_11465953_11466452,11,46,20,23,3,10,0,20,25
chr2_11743901_11744467,20,115,119,20,3,7,5,57,59
chr2_11754185_11754684,8,20,21,6,3,4,2,9,21
chr2_12430587_12431086,14,33,30,15,5,6,0,16,19
chr2_12502896_12503065,7,15,14,1,2,1,0,8,6
chr2_12507245_12507750,17,72,70,8,3,4,6,61,56
chr2_12884911_12885410,8,21,16,10,1,3,0,6,6
chr2_14756917_14757416,17,96,73,11,2,4,9,35,32
chr2_14906921_14907427,7,38,40,13,6,12,11,56,42
chr2_15009575_15010160,9,46,42,9,2,2,7,30,35
chr2_15042716_15043368,32,159,178,12,6,5,8,48,65
chr2_15115650_15116284,15,74,64,32,3,32,11,75,100
chr2_15561091_15561590,11,52,48,30,1,13,4,32,46
chr2_15591642_15592141,37,149,124,51,8,42,9,85,113
chr2_15640351_15640520,6,15,10,2,0,0,1,8,10
chr2_16006195_16006694,9,22,22,3,2,4,5,44,30
chr2_16608744_16609432,12,100,74,21,4,19,6,30,41
chr2_16622574_16623073,6,38,22,14,2,8,4,29,35
chr2_16625104_16625615,8,45,45,25,8,14,10,62,65
chr2_16633490_16633989,6,26,34,5,1,3,2,2,4
chr2_16640848_16641347,7,39,31,1,2,1,0,2,1
chr2_16656783_16657282,14,85,77,14,6,18,7,36,43
chr2_16709786_16710285,7,42,34,12,5,14,8,32,42
chr2_16717442_16717941,12,37,53,13,1,5,1,14,13
chr2_17581794_17582293,14,67,37,14,5,9,2,12,9
chr2_17643089_17643610,18,87,62,8,2,6,11,25,56
chr2_17648499_17648998,20,70,52,6,0,4,3,8,7
chr2_17753109_17753608,9,61,49,27,9,20,10,43,45
chr2_17753660_17754332,26,154,111,77,8,32,13,102,125
chr2_17804315_17804814,17,76,43,8,1,12,3,16,16
chr2_18077615_18078114,8,34,38,15,2,2,5,21,29
chr2_18387657_18388156,6,42,24,18,8,11,4,18,19
chr2_18560082_18560990,51,315,234,136,15,77,17,172,137
chr2_19347579_19348269,53,271,158,99,15,43,28,140,139
chr2_19362899_19363398,9,43,28,8,1,7,3,6,11
chr2_19786417_19786916,9,67,34,19,2,6,7,40,29
chr2_19863097_19863608,7,26,28,19,5,9,4,16,23
chr2_19891835_19892334,12,50,33,3,1,4,2,31,20
chr2_19901437_19902198,24,152,86,53,15,35,15,59,67
chr2_19989839_19990373,10,64,37,31,3,17,9,29,39
chr2_20051499_20052035,41,180,142,112,9,66,16,132,128
chr2_20185584_20186083,14,90,71,11,5,13,7,38,40
chr2_20186467_20186966,11,71,73,14,5,13,5,42,54
chr2_20350657_20351316,31,139,98,120,11,66,18,136,129
chr2_20424534_20425033,10,47,42,10,4,6,5,32,22
chr2_20439514_20440013,7,38,41,18,7,18,4,31,48
chr2_20446719_20447325,24,125,115,67,14,51,17,94,86
chr2_20593373_20593963,11,63,48,7,6,5,1,28,29
chr2_20649357_20649856,11,53,48,9,1,1,3,4,3
chr2_20650865_20651364,7,97,54,45,10,31,6,71,41
